Field=Fitted~String~Fitted~100|Field=Comment~String~Comment~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Footprint~String~Footprint~100|Field=LibRef~String~LibRef~100|Field=Quantity~Integer~Quantity~100|Field=ComponentLink1Description~String~ComponentLink1Description~100|Field=ComponentLink1URL~String~ComponentLink1URL~100|Field=ComponentLink2Description~String~ComponentLink2Description~100|Field=ComponentLink2URL~String~ComponentLink2URL~100|Field=Mfg~String~Mfg~100|Field=Mfg Part Number~String~Mfg Part Number~100|Field=RoHS~String~RoHS~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier 2~String~Supplier 2~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Part Number 2~String~Supplier Part Number 2~100|Field=Supplier Stock 1~Integer~Supplier Stock 1~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|ReportField=Currency~USD|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~Flomio BLE-NFC.PrjPCB|ReportField=ProjectFullPath~\\newbrak\Engineering\Work\Flomio BLE-NFC\pcb\Flomio BLE-NFC.PrjPCB|ReportField=Title~Bill of Materials For Variant [Build] of Project [Flomio BLE-NFC.PrjPCB] (No PCB Document Selected)|ReportField=TotalQuantity~113|ReportField=ReportTime~12:56:15 PM|ReportField=ReportDate~10/10/2014|ReportField=ReportDateTime~10/10/2014 12:56:15 PM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~Build|ReportField=Address1~12773 W. Forest Hill Blvd.|ReportField=Address2~Suite #219|ReportField=Address3~Wellington, FL|ReportField=Address4~33414    USA|ReportField=ApprovedBy~|ReportField=Author~Alex J. Tucker|ReportField=CheckedBy~|ReportField=CompanyName~Anidea Engineering, Inc.|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~10/10/2014|ReportField=CurrentTime~12:55:59 PM|ReportField=Date~|ReportField=DocumentFullPathAndName~\\newbrak\Engineering\Work\Flomio BLE-NFC\pcb\Flomio BLE-NFC - Overview.SchDoc|ReportField=DocumentName~Flomio BLE-NFC - Overview.SchDoc|ReportField=DocumentNumber~1|ReportField=DrawnBy~Alex J. Tucker|ReportField=Engineer~Alex J. Tucker|ReportField=ImagePath~|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~10/9/2014|ReportField=Organization~Anidea Engineering, Inc.|ReportField=ProjectName~Flomio BLE-NFC.PrjPCB|ReportField=Revision~2|ReportField=Rule~|ReportField=SheetNumber~1|ReportField=SheetTotal~5|ReportField=Time~|ReportField=Title~Flomio BLE-NFC::Overview|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~Flomio BLE-NFC.PrjPCB|ReportField=DataSourceFullPath~\\newbrak\Engineering\Work\Flomio BLE-NFC\pcb\Flomio BLE-NFC.PrjPCB
Fitted|1.0uf|Cap, 0603, 1.0uf, 10V, 10%, X7R|C1, C4, C11|SM/C_0603|GRM188R71A105KA61|3|Local|\\newbrak\public\pdf\Murata Cap PN.pdf|Web||Murata|GRM188R71A105KA61D|True|Digi-Key||USD|3|490-3899-1-ND||42178|0.96|0.32
Fitted|2.2uf|Cap, 0603, 2.2uf , 10V, 20%, X5R|C2, C3, C15, C21, C23|SM/C_0603|GRM188R61A225ME34D|5|Local|\\newbrak\public\pdf\Murata Cap PN.pdf|Web||Murata|GRM188R61A225ME34D|True|Digi-Key||USD|5|490-1546-1-ND||13204|0.85|0.17
Fitted|0.1uf|Cap, 0603, 0.1uf, 16V, 10%, X7R|C5, C6, C7, C8, C10|SM/C_0603|GRM188R71C104KA01|5|Local|\\newbrak\public\pdf\Murata Cap PN.pdf|Web||Murata|GRM188R71C104KA01D|True|Digi-Key||USD|5|490-1532-1-ND||1497376|0.5|0.1
Fitted|220pf|Cap, 0603, 220pf, 50V, 10%, X7R|C9, C43|SM/C_0603|CC0603KRX7R9BB221|2|Local|\\newbrak\public\pdf\Yageo SMT Cap class 2 x7r.pdf|Web|http://www.yageo.com/documents/recent/UPY-GPHC_X7R_6.3V-to-50V_8.pdf|Yageo|CC0603KRX7R9BB221|True|Digi-Key||USD|2|311-1077-1-ND||93992|0.2|0.1
Fitted|0.01uf|Cap, 0603, 0.01uf, 10000pf, 25V, 20%, X7R|C12, C14, C16, C18, C20, C22|SM/C_0603|C0603C103M3RACTU|6|Local|\\newbrak\public\pdf\Kemet Ceramic X7R.pdf|Web|http://www.kemet.com/kemet/web/homepage/kechome.nsf/vapubfiles/KEM_C1002_X7R_SMD.pdf/$file/KEM_C1002_X7R_SMD.pdf|Vishay|C0603C103M3RACTU|True|Digi-Key|AVX|USD|6|399-8989-1-ND|06033C103MAT2A|11033|0.6|0.1
Fitted|150uf|Cap, SMT 2917, 150uf, 6.3V, 20%, Al Ele|C13|SM/C_2917(7343m)|RVB0J151MNG|1|Local|\\newbrak\Public\pdf\Nichicon Type va_e Al El flat.pdf|Web|http://nichicon-us.com/english/products/pdfs/va_e.pdf|Nichicon|RVB0J151MNG|True|Digi-Key|Panasonic|USD|1|493-7063-1-ND|EEF-CX0J151XR|11|1.27|1.27
Fitted|0.47uf|Cap, 0603, 0.47uf, 10V, 10%, X5R|C17, C19|SM/C_0603|GRM188R61A474KA61|2|Local|\\newbrak\public\pdf\Murata Cap PN.pdf|Web||Murata|GRM188R61A474KA61D|True|Digi-Key|TDK Corporation|USD|2|490-1539-1-ND|C1608X5R1A474K080AA|494|0.22|0.11
Fitted|22pf|Cap, 0603, 22pf , 50V, 5%, COG|C24, C25|SM/C_0603|GRM1885C1H220JA01D|2|Local|\\newbrak\public\pdf\Murata Cap PN.pdf|Web||Murata|GRM1885C1H220JA01D|True|Digi-Key||USD|2|490-1411-1-ND||38662|0.2|0.1
Fitted|1000pf|Cap, 0603, 1000pf, 50V, 5%,|C26|SM/C_0603|GRM1885C1H102JA01|1|Local|\\newbrak\public\pdf\Murata Cap PN.pdf|Web||Murata|GRM1885C1H102JA01D|True|Digi-Key||USD|1|490-1451-1-ND||1275874|0.1|0.1
Fitted|100pf|Cap, 0603, 100pf, 50V, 5%, C0G, NP0|C27, C45|SM/C_0603|06035A101JAT2A|2|Local|\\newbrak\public\pdf\AVX C0G.pdf|Web|http://www.avx.com/docs/Catalogs/ccog.pdf|AVX|06035A101JAT2A|True|Digi-Key||USD|2|478-1175-1-ND||437154|0.2|0.1
